setting,backbone,dataset,grid_index,mAP,topk,tau,lam_min,lam_max,n_iter
DINOv2_esb,DINOv2,esb,46,0.6127149880222336,15,0.2,0.1,0.7,2
DINOv2_esb,DINOv2,esb,47,0.6026602834169381,15,0.2,0.1,0.9,2
DINOv2_mn40,DINOv2,mn40,0,0.7034329529118548,5,0.1,0.0,0.5,2
DINOv2_mn40,DINOv2,mn40,1,0.7096883518132491,5,0.1,0.0,0.7,2
DINOv2_mn40,DINOv2,mn40,2,0.7078432948626674,5,0.1,0.0,0.9,2
DINOv2_mn40,DINOv2,mn40,3,0.7051549409301032,5,0.1,0.1,0.5,2
DINOv2_mn40,DINOv2,mn40,4,0.7087961542897736,5,0.1,0.1,0.7,2
DINOv2_mn40,DINOv2,mn40,5,0.7063584943140071,5,0.1,0.1,0.9,2
DINOv2_mn40,DINOv2,mn40,6,0.7142648098317185,5,0.2,0.0,0.5,2
DINOv2_mn40,DINOv2,mn40,7,0.7235791731925547,5,0.2,0.0,0.7,2
DINOv2_mn40,DINOv2,mn40,8,0.7223356620076393,5,0.2,0.0,0.9,2
DINOv2_mn40,DINOv2,mn40,9,0.716823870494637,5,0.2,0.1,0.5,2
DINOv2_mn40,DINOv2,mn40,10,0.7237451626443923,5,0.2,0.1,0.7,2
DINOv2_mn40,DINOv2,mn40,11,0.7201783475138279,5,0.2,0.1,0.9,2
DINOv2_mn40,DINOv2,mn40,12,0.7027512571265777,7,0.1,0.0,0.5,2
DINOv2_mn40,DINOv2,mn40,13,0.7115931029950955,7,0.1,0.0,0.7,2
DINOv2_mn40,DINOv2,mn40,14,0.7110489262398542,7,0.1,0.0,0.9,2
DINOv2_mn40,DINOv2,mn40,15,0.7059688024309344,7,0.1,0.1,0.5,2
DINOv2_mn40,DINOv2,mn40,16,0.7110576120622865,7,0.1,0.1,0.7,2
DINOv2_mn40,DINOv2,mn40,17,0.7100911256851508,7,0.1,0.1,0.9,2
DINOv2_mn40,DINOv2,mn40,18,0.7118174849370742,7,0.2,0.0,0.5,2
DINOv2_mn40,DINOv2,mn40,19,0.7238310623494029,7,0.2,0.0,0.7,2
DINOv2_mn40,DINOv2,mn40,20,0.7241691739898964,7,0.2,0.0,0.9,2
DINOv2_mn40,DINOv2,mn40,21,0.7166236384016763,7,0.2,0.1,0.5,2
DINOv2_mn40,DINOv2,mn40,22,0.7249229767054866,7,0.2,0.1,0.7,2
DINOv2_mn40,DINOv2,mn40,23,0.7236603590707636,7,0.2,0.1,0.9,2
DINOv2_mn40,DINOv2,mn40,24,0.7000242848090455,10,0.1,0.0,0.5,2
DINOv2_mn40,DINOv2,mn40,25,0.7102321924994112,10,0.1,0.0,0.7,2
DINOv2_mn40,DINOv2,mn40,26,0.7138271042424361,10,0.1,0.0,0.9,2
DINOv2_mn40,DINOv2,mn40,27,0.7043761396640214,10,0.1,0.1,0.5,2
DINOv2_mn40,DINOv2,mn40,28,0.7125465004276013,10,0.1,0.1,0.7,2
DINOv2_mn40,DINOv2,mn40,29,0.713680398053413,10,0.1,0.1,0.9,2
DINOv2_mn40,DINOv2,mn40,30,0.706366363482122,10,0.2,0.0,0.5,2
DINOv2_mn40,DINOv2,mn40,31,0.7209298423175255,10,0.2,0.0,0.7,2
DINOv2_mn40,DINOv2,mn40,32,0.7243449205747824,10,0.2,0.0,0.9,2
DINOv2_mn40,DINOv2,mn40,33,0.7132698000857293,10,0.2,0.1,0.5,2
DINOv2_mn40,DINOv2,mn40,34,0.7238081411326258,10,0.2,0.1,0.7,2
DINOv2_mn40,DINOv2,mn40,35,0.7243798556877389,10,0.2,0.1,0.9,2
DINOv2_mn40,DINOv2,mn40,36,0.6978263792601187,15,0.1,0.0,0.5,2
DINOv2_mn40,DINOv2,mn40,37,0.7104041056733829,15,0.1,0.0,0.7,2
DINOv2_mn40,DINOv2,mn40,38,0.7133125496742483,15,0.1,0.0,0.9,2
DINOv2_mn40,DINOv2,mn40,39,0.7035253738908521,15,0.1,0.1,0.5,2
DINOv2_mn40,DINOv2,mn40,40,0.7127515357104712,15,0.1,0.1,0.7,2
DINOv2_mn40,DINOv2,mn40,41,0.7135404120238255,15,0.1,0.1,0.9,2
DINOv2_mn40,DINOv2,mn40,42,0.7003756067555562,15,0.2,0.0,0.5,2
DINOv2_mn40,DINOv2,mn40,43,0.7152040359038903,15,0.2,0.0,0.7,2
DINOv2_mn40,DINOv2,mn40,44,0.7174718620761673,15,0.2,0.0,0.9,2
DINOv2_mn40,DINOv2,mn40,45,0.7087520164319498,15,0.2,0.1,0.5,2
DINOv2_mn40,DINOv2,mn40,46,0.7191083698584647,15,0.2,0.1,0.7,2
DINOv2_mn40,DINOv2,mn40,47,0.7180118777513659,15,0.2,0.1,0.9,2
DINOv2_ntu,DINOv2,ntu,0,0.6487999108993413,5,0.1,0.0,0.5,2
DINOv2_ntu,DINOv2,ntu,1,0.6501802629706687,5,0.1,0.0,0.7,2
DINOv2_ntu,DINOv2,ntu,2,0.6477271671762583,5,0.1,0.0,0.9,2
DINOv2_ntu,DINOv2,ntu,3,0.6503662811953526,5,0.1,0.1,0.5,2
DINOv2_ntu,DINOv2,ntu,4,0.649908692069389,5,0.1,0.1,0.7,2
DINOv2_ntu,DINOv2,ntu,5,0.6471305394370591,5,0.1,0.1,0.9,2
DINOv2_ntu,DINOv2,ntu,6,0.6557319485065533,5,0.2,0.0,0.5,2
DINOv2_ntu,DINOv2,ntu,7,0.6606099330727522,5,0.2,0.0,0.7,2
DINOv2_ntu,DINOv2,ntu,8,0.6575092259893822,5,0.2,0.0,0.9,2
DINOv2_ntu,DINOv2,ntu,9,0.6574689991418238,5,0.2,0.1,0.5,2
DINOv2_ntu,DINOv2,ntu,10,0.6600100464301921,5,0.2,0.1,0.7,2
DINOv2_ntu,DINOv2,ntu,11,0.6568975436931884,5,0.2,0.1,0.9,2
DINOv2_ntu,DINOv2,ntu,12,0.6459988054676283,7,0.1,0.0,0.5,2
DINOv2_ntu,DINOv2,ntu,13,0.6503233104326732,7,0.1,0.0,0.7,2
DINOv2_ntu,DINOv2,ntu,14,0.651271738083932,7,0.1,0.0,0.9,2
DINOv2_ntu,DINOv2,ntu,15,0.6489602978848267,7,0.1,0.1,0.5,2
DINOv2_ntu,DINOv2,ntu,16,0.6516854664346353,7,0.1,0.1,0.7,2
DINOv2_ntu,DINOv2,ntu,17,0.6493030547262414,7,0.1,0.1,0.9,2
DINOv2_ntu,DINOv2,ntu,18,0.6518458068012195,7,0.2,0.0,0.5,2
DINOv2_ntu,DINOv2,ntu,19,0.6592663704812753,7,0.2,0.0,0.7,2
DINOv2_ntu,DINOv2,ntu,20,0.6617201903017678,7,0.2,0.0,0.9,2
DINOv2_ntu,DINOv2,ntu,21,0.6544546201631227,7,0.2,0.1,0.5,2
DINOv2_ntu,DINOv2,ntu,22,0.6597542828118986,7,0.2,0.1,0.7,2
DINOv2_ntu,DINOv2,ntu,23,0.6611050313130613,7,0.2,0.1,0.9,2
DINOv2_ntu,DINOv2,ntu,24,0.643313850325531,10,0.1,0.0,0.5,2
DINOv2_ntu,DINOv2,ntu,25,0.6503368288540303,10,0.1,0.0,0.7,2
DINOv2_ntu,DINOv2,ntu,26,0.6499069564657257,10,0.1,0.0,0.9,2
DINOv2_ntu,DINOv2,ntu,27,0.6470390491239034,10,0.1,0.1,0.5,2
DINOv2_ntu,DINOv2,ntu,28,0.6507570970519375,10,0.1,0.1,0.7,2
DINOv2_ntu,DINOv2,ntu,29,0.650380068065863,10,0.1,0.1,0.9,2
DINOv2_ntu,DINOv2,ntu,30,0.644088945329895,10,0.2,0.0,0.5,2
DINOv2_ntu,DINOv2,ntu,31,0.6506968783975007,10,0.2,0.0,0.7,2
DINOv2_ntu,DINOv2,ntu,32,0.651319115981931,10,0.2,0.0,0.9,2
DINOv2_ntu,DINOv2,ntu,33,0.648344967217182,10,0.2,0.1,0.5,2
DINOv2_ntu,DINOv2,ntu,34,0.6540587641558427,10,0.2,0.1,0.7,2
DINOv2_ntu,DINOv2,ntu,35,0.652827821176773,10,0.2,0.1,0.9,2
DINOv2_ntu,DINOv2,ntu,36,0.634299239253927,15,0.1,0.0,0.5,2
DINOv2_ntu,DINOv2,ntu,37,0.640971125122625,15,0.1,0.0,0.7,2
DINOv2_ntu,DINOv2,ntu,38,0.6440046872206142,15,0.1,0.0,0.9,2
DINOv2_ntu,DINOv2,ntu,39,0.6397626634042032,15,0.1,0.1,0.5,2
DINOv2_ntu,DINOv2,ntu,40,0.6440730239645771,15,0.1,0.1,0.7,2
DINOv2_ntu,DINOv2,ntu,41,0.6441504405300589,15,0.1,0.1,0.9,2
DINOv2_ntu,DINOv2,ntu,42,0.6285411306380152,15,0.2,0.0,0.5,2
DINOv2_ntu,DINOv2,ntu,43,0.6345307198975686,15,0.2,0.0,0.7,2
DINOv2_ntu,DINOv2,ntu,44,0.63245894290067,15,0.2,0.0,0.9,2
DINOv2_ntu,DINOv2,ntu,45,0.6341917953245514,15,0.2,0.1,0.5,2
DINOv2_ntu,DINOv2,ntu,46,0.6376531835690646,15,0.2,0.1,0.7,2
DINOv2_ntu,DINOv2,ntu,47,0.6327036689436043,15,0.2,0.1,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,0,0.6930041736722642,5,0.1,0.0,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,1,0.6943552995149671,5,0.1,0.0,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,2,0.6897033873843239,5,0.1,0.0,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,3,0.6923462478837217,5,0.1,0.1,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,4,0.6932669267897612,5,0.1,0.1,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,5,0.6884281410772298,5,0.1,0.1,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,6,0.6997672832317935,5,0.2,0.0,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,7,0.7046973814842294,5,0.2,0.0,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,8,0.694191454176862,5,0.2,0.0,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,9,0.6993866040041211,5,0.2,0.1,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,10,0.7043767751289907,5,0.2,0.1,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,11,0.6920204308010357,5,0.2,0.1,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,12,0.6942984707588724,7,0.1,0.0,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,13,0.6985835624527219,7,0.1,0.0,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,14,0.6945243490718034,7,0.1,0.0,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,15,0.6941586003062158,7,0.1,0.1,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,16,0.6968154691693712,7,0.1,0.1,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,17,0.6927416638501712,7,0.1,0.1,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,18,0.7005896717057697,7,0.2,0.0,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,19,0.7081009539693309,7,0.2,0.0,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,20,0.7024113127113015,7,0.2,0.0,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,21,0.7016208317454681,7,0.2,0.1,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,22,0.7076378454583517,7,0.2,0.1,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,23,0.7020666167769201,7,0.2,0.1,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,24,0.6960349105193623,10,0.1,0.0,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,25,0.7012978631357872,10,0.1,0.0,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,26,0.6999726984920492,10,0.1,0.0,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,27,0.6968344848600648,10,0.1,0.1,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,28,0.701010338468523,10,0.1,0.1,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,29,0.700686246106303,10,0.1,0.1,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,30,0.6972991881015267,10,0.2,0.0,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,31,0.7051072571689952,10,0.2,0.0,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,32,0.6996032883385992,10,0.2,0.0,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,33,0.7001715478478833,10,0.2,0.1,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,34,0.7052031733146941,10,0.2,0.1,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,35,0.6988053099256537,10,0.2,0.1,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,36,0.6922812155331886,15,0.1,0.0,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,37,0.7005649194128529,15,0.1,0.0,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,38,0.6976951932829246,15,0.1,0.0,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,39,0.695298148098311,15,0.1,0.1,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,40,0.7010006409676648,15,0.1,0.1,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,41,0.6972361576299732,15,0.1,0.1,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,42,0.6918264886182284,15,0.2,0.0,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,43,0.7008299053847435,15,0.2,0.0,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,44,0.6899286129895279,15,0.2,0.0,0.9,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,45,0.6951885289502248,15,0.2,0.1,0.5,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,46,0.7019331623618912,15,0.2,0.1,0.7,2
OpenCLIP_L14_abo,OpenCLIP_L14,abo,47,0.6893586399083543,15,0.2,0.1,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,0,0.6862151193068032,5,0.1,0.0,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,1,0.6874472196981095,5,0.1,0.0,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,2,0.6834631181073598,5,0.1,0.0,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,3,0.6846908438366396,5,0.1,0.1,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,4,0.6864339718571528,5,0.1,0.1,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,5,0.6814404965450841,5,0.1,0.1,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,6,0.6975431773044292,5,0.2,0.0,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,7,0.6981456766147937,5,0.2,0.0,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,8,0.6854401074782712,5,0.2,0.0,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,9,0.697695776554468,5,0.2,0.1,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,10,0.6976259801580252,5,0.2,0.1,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,11,0.6890565847930794,5,0.2,0.1,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,12,0.6855377040009623,7,0.1,0.0,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,13,0.6883721981088333,7,0.1,0.0,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,14,0.6839227181793933,7,0.1,0.0,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,15,0.6865280183406772,7,0.1,0.1,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,16,0.6882041488774605,7,0.1,0.1,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,17,0.6819307832349394,7,0.1,0.1,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,18,0.6900929007217443,7,0.2,0.0,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,19,0.6888290829532486,7,0.2,0.0,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,20,0.6893784251920395,7,0.2,0.0,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,21,0.6903382995363752,7,0.2,0.1,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,22,0.6904376866048649,7,0.2,0.1,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,23,0.6888454131270407,7,0.2,0.1,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,24,0.6830351748143261,10,0.1,0.0,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,25,0.6890344872884787,10,0.1,0.0,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,26,0.6777573374824521,10,0.1,0.0,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,27,0.6850816765982319,10,0.1,0.1,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,28,0.6869148042975881,10,0.1,0.1,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,29,0.6789608720441495,10,0.1,0.1,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,30,0.6806842064958931,10,0.2,0.0,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,31,0.6854748150255735,10,0.2,0.0,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,32,0.6741676400382073,10,0.2,0.0,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,33,0.6847902197120932,10,0.2,0.1,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,34,0.6861672511515534,10,0.2,0.1,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,35,0.6750964938214369,10,0.2,0.1,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,36,0.6759001595900458,15,0.1,0.0,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,37,0.6693749291187153,15,0.1,0.0,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,38,0.6469351360982319,15,0.1,0.0,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,39,0.6771761491787294,15,0.1,0.1,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,40,0.6712921444587693,15,0.1,0.1,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,41,0.6440137199323428,15,0.1,0.1,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,42,0.6698051468230865,15,0.2,0.0,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,43,0.6620100363772513,15,0.2,0.0,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,44,0.627992315263474,15,0.2,0.0,0.9,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,45,0.6714284107045455,15,0.2,0.1,0.5,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,46,0.662421869484504,15,0.2,0.1,0.7,2
OpenCLIP_L14_esb,OpenCLIP_L14,esb,47,0.6242848621062966,15,0.2,0.1,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,0,0.7548506945610964,5,0.1,0.0,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,1,0.7588224694944199,5,0.1,0.0,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,2,0.7582453534952236,5,0.1,0.0,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,3,0.7552211449255306,5,0.1,0.1,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,4,0.7592452036109492,5,0.1,0.1,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,5,0.7577032064426735,5,0.1,0.1,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,6,0.7599406913555852,5,0.2,0.0,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,7,0.7667005291831339,5,0.2,0.0,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,8,0.7634390368233301,5,0.2,0.0,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,9,0.7608242204852748,5,0.2,0.1,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,10,0.7664012761977894,5,0.2,0.1,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,11,0.7626782939113708,5,0.2,0.1,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,12,0.7538355201543927,7,0.1,0.0,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,13,0.7585435534051126,7,0.1,0.0,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,14,0.7562201628859426,7,0.1,0.0,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,15,0.7548865602059035,7,0.1,0.1,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,16,0.7586654324369022,7,0.1,0.1,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,17,0.7559495942203809,7,0.1,0.1,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,18,0.7576699791539241,7,0.2,0.0,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,19,0.7626616675423035,7,0.2,0.0,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,20,0.7560737073686081,7,0.2,0.0,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,21,0.7598011943636511,7,0.2,0.1,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,22,0.7634268352363167,7,0.2,0.1,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,23,0.7549586739026741,7,0.2,0.1,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,24,0.7498911792378409,10,0.1,0.0,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,25,0.755669139131135,10,0.1,0.0,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,26,0.7500830433047554,10,0.1,0.0,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,27,0.7509747341193677,10,0.1,0.1,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,28,0.756060594833903,10,0.1,0.1,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,29,0.7513109209488089,10,0.1,0.1,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,30,0.7507855124793927,10,0.2,0.0,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,31,0.7524269486498926,10,0.2,0.0,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,32,0.7369559616229806,10,0.2,0.0,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,33,0.751805505804078,10,0.2,0.1,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,34,0.7525812353813798,10,0.2,0.1,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,35,0.7359386178585756,10,0.2,0.1,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,36,0.7486393287750648,15,0.1,0.0,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,37,0.7528754941145934,15,0.1,0.0,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,38,0.7423557549863256,15,0.1,0.0,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,39,0.7506239387638024,15,0.1,0.1,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,40,0.7534330128313933,15,0.1,0.1,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,41,0.7418488357690141,15,0.1,0.1,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,42,0.7460678243544796,15,0.2,0.0,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,43,0.7430991320098939,15,0.2,0.0,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,44,0.7168114505999469,15,0.2,0.0,0.9,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,45,0.7476052542734823,15,0.2,0.1,0.5,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,46,0.7427405385781378,15,0.2,0.1,0.7,2
OpenCLIP_L14_mn40,OpenCLIP_L14,mn40,47,0.7145098434218113,15,0.2,0.1,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,0,0.7010140038543219,5,0.1,0.0,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,1,0.7009142638603048,5,0.1,0.0,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,2,0.6938937104951384,5,0.1,0.0,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,3,0.7015971845583503,5,0.1,0.1,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,4,0.6993080688364761,5,0.1,0.1,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,5,0.6928830654309083,5,0.1,0.1,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,6,0.7021796257453826,5,0.2,0.0,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,7,0.7008584664549247,5,0.2,0.0,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,8,0.697579155461728,5,0.2,0.0,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,9,0.7026551684238547,5,0.2,0.1,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,10,0.6994005868322523,5,0.2,0.1,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,11,0.6971570473580163,5,0.2,0.1,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,12,0.700886254389277,7,0.1,0.0,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,13,0.7015388534444572,7,0.1,0.0,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,14,0.6997938939506974,7,0.1,0.0,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,15,0.7011684228759206,7,0.1,0.1,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,16,0.701662938062012,7,0.1,0.1,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,17,0.7003790561750741,7,0.1,0.1,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,18,0.7005451454843091,7,0.2,0.0,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,19,0.7008306719605603,7,0.2,0.0,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,20,0.697917570168675,7,0.2,0.0,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,21,0.7007158133176645,7,0.2,0.1,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,22,0.7015114704762537,7,0.2,0.1,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,23,0.6989115150595282,7,0.2,0.1,0.9,2
